,Country.Name,Country.Code,Year,GDP per capita (current US$),Gini index,"Unemployment, total (% of total labor force) (national estimate)","Inflation, consumer prices (annual %)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),"Life expectancy at birth, total (years)","School enrollment, tertiary (% gross)",Current health expenditure per capita (current US$),Population growth (annual %),Access to electricity (% of population),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),Urban population (% of total population)
467,Dominican Republic,DOM,2012,6025.725827,46.1,6.722,3.694497079,24.58317787,24.29574454,72.514,48.62900162,305.4364624,1.24691664,97.9,42.32,89.06690359,75.802
468,Dominican Republic,DOM,2013,6149.027489,47.7,7.352,4.830950967,25.16715873,22.7236665,72.713,46.35719299,303.3797913,1.21814094,98.4,45.9,90.58150835,76.749
469,Dominican Republic,DOM,2014,6512.507714,44.3,6.719,2.998642261,25.15139056,23.11293969,72.867,49.31927109,313.4575195,1.186740321,98.5,49.58,80.75708159,77.67
470,Dominican Republic,DOM,2015,6819.932252,45.2,7.605,0.836746347,23.7615823,23.44214517,72.953,51.74710846,322.9460754,1.149882043,98.6,54.2158,84.54150519,78.566
471,Dominican Republic,DOM,2016,7174.823496,45.7,7.284,1.614166072,23.90937952,22.97219036,72.987,54.49900055,329.1087952,1.111224252,98.9,63.8709,82.71721586,79.436
472,Dominican Republic,DOM,2017,7499.692862,42.2,5.832,3.279556947,23.68214534,22.47188432,73.063,59.91558838,337.6092529,1.087874948,100,67.5712,82.36053386,80.277
473,Dominican Republic,DOM,2018,7934.981412,43.7,5.861,3.56443426,23.55143131,25.79567092,73.232,63.14624023,327.9010925,1.074284737,98.9,74.822,83.02096599,81.074
474,Dominican Republic,DOM,2019,8164.220809,41.9,6.356,1.81060377,23.06928204,26.00482351,73.577,64.38413239,346.5079041,1.033313346,99,79.7155,82.22940664,81.828
475,Dominican Republic,DOM,2020,7162.291752,39.6,6.126,3.781031799,18.29569716,25.38303639,72.889,58.72640991,354.0936279,1.043340765,100,81.6173,81.72601454,82.54
476,Dominican Republic,DOM,2021,8472.47982,38.5,7.702,8.24300348,21.75270208,31.3520926,72.615,56.46908188,416.8997498,1.040829618,98.1,85.243,87.56486177,83.213
477,Ecuador,ECU,2008,4194.757507,49.8,3.917,8.40009594,40.27630087,21.56594079,74.983,38.18717957,232.8750153,1.705197788,97.2,18.8,80.60041815,62.3
478,Ecuador,ECU,2012,5634.083932,46.1,3.235,5.10172181,34.83141082,23.01330365,76.062,39.25246811,389.7561035,1.592134406,97.2,35.1351,106.2830299,62.988
479,Ecuador,ECU,2013,6109.290315,46.9,3.083,2.721775777,32.37526651,24.88335289,76.369,39.77344131,416.3429565,1.497408961,98,40.2791,105.7445117,63.125
480,Ecuador,ECU,2015,5976.159681,46,3.616,3.966646233,22.75448573,22.68643583,76.789,44.53715134,466.2375183,1.430930598,98.8,48.9404,79.92016129,63.398
481,Ecuador,ECU,2018,6303.918925,45.4,3.53,-0.224103246,23.54387085,22.54043912,77.094,47.33118057,494.7149048,1.71572391,98.7,57.5,92.69594524,63.821
482,Ecuador,ECU,2019,6205.057595,45.7,3.812,0.266012515,24.04863482,21.04923324,77.297,47.26277924,484.3680725,1.689354796,99.1,59.2,91.40531396,63.986
483,Ecuador,ECU,2020,5463.645096,47.3,6.116,-0.338872393,23.28356241,17.58491316,72.153,56.90663147,471.8757629,1.181252582,98.9,70.7,88.04208636,64.166
484,"Egypt, Arab Rep.",EGY,2004,991.2556891,31.8,10.32,11.27061933,28.22996085,16.93797651,68.613,27.67634964,51.60012436,2.064377349,97.8,11.92,9.85915998,42.981
485,"Egypt, Arab Rep.",EGY,2008,1896.215943,31.1,8.517,18.31683168,33.04299274,22.38972641,69.319,28.99393082,92.32979584,1.867404133,99.8,18.01,49.2417787,43.058
486,"Egypt, Arab Rep.",EGY,2010,2455.081946,30.2,8.757,11.26518827,21.34924581,19.50107741,69.664,30.50867081,107.4189224,1.917951241,99.4,21.6,80.98458549,43.019
487,"Egypt, Arab Rep.",EGY,2012,2996.067707,28.3,12.597,7.111729433,16.39696662,16.02675106,70.085,26.45796013,142.7594147,2.244757955,99.7,26.4,106.0920672,42.946
488,"Egypt, Arab Rep.",EGY,2015,3306.981594,31.8,13.052,10.37049034,13.18384549,14.28863701,70.483,32.81311035,173.5194397,2.098925548,99.3,37.8194,96.20599379,42.785
489,"Egypt, Arab Rep.",EGY,2017,2395.103333,31.5,11.767,29.50660839,15.01408682,17.14488908,71.302,33.16210175,107.9884796,1.998178439,100,44.9502,101.1482612,42.705
490,El Salvador,SLV,2000,1982.870935,51.5,6.96,2.271287568,26.82727023,17.66906046,69.865,19.69491005,155.1314545,0.497012729,84.5,1.1774,12.48015854,58.912
491,El Salvador,SLV,2001,2058.044591,51.3,6.96,3.750820575,25.00929206,17.71407,69.598,18.89561081,161.7615204,0.414627692,87.1,1.5,14.32478944,59.464
492,El Salvador,SLV,2002,2115.411874,51.9,6.2,1.865525036,25.51308946,17.06467014,70.232,19.63496017,166.1277618,0.310690003,87.5,1.9,14.78584826,60.014
493,El Salvador,SLV,2003,2207.830895,50.4,6.9,2.120390917,25.92342076,18.42922732,70.14,20.46573067,170.7858276,0.199712546,87,2.5,19.07779987,60.561
494,El Salvador,SLV,2004,2285.689074,47.8,6.8,4.451943924,25.90621048,18.14074101,70.34,21.51532936,184.8800507,0.101172439,87.4,3.2,30.36254883,61.107
495,El Salvador,SLV,2005,2447.391408,48.5,7.22,4.690948709,25.26656688,18.60470812,70.44,22.32106018,223.9718475,0.015103767,87.5,4.2,39.94412219,61.648
496,El Salvador,SLV,2006,2665.618072,45.7,6.57,4.037123594,25.93967834,20.07545052,70.773,23.14746094,230.5007629,-0.054280947,89.2,5.5,63.82719114,62.187
497,El Salvador,SLV,2007,2830.656938,45.2,6.41,4.578085724,25.56703455,20.80003527,71.108,24.65179062,238.6346588,0.124956904,91.1,6.11,101.542819,62.774
498,El Salvador,SLV,2008,2983.248296,46.9,5.88,6.707922935,26.74058717,20.17258125,71.424,25.45528984,251.8334198,0.32349566,91,10.08,114.5449835,63.678
499,El Salvador,SLV,2009,2910.186518,45.8,7.33,1.055950297,23.95120449,14.05461543,71.576,25.83068085,255.381424,0.314334857,91.1,12.11,124.2162448,64.57
500,El Salvador,SLV,2010,3040.07301,43.5,4.893,1.179335769,26.94666933,16.6715814,71.848,26.21208,268.6670837,0.329632682,91.6,15.9,125.9452597,65.452
501,El Salvador,SLV,2011,3330.600495,42.3,4.297,5.128923767,28.98177756,17.7899287,71.859,27.19803047,293.3677063,0.359883978,92.6,18.9,135.5007081,66.325
502,El Salvador,SLV,2012,3497.912569,41.8,3.843,1.729734816,28.57106118,17.70954566,71.831,27.95022964,298.7254028,0.390819912,93.7,20.3214,140.3764699,67.187
503,El Salvador,SLV,2013,3582.26694,43.4,3.693,0.757669185,29.72489605,17.01940252,71.771,28.1076107,321.8266296,0.405850185,95,23.1093,145.3672715,68.036
504,El Salvador,SLV,2014,3666.012489,41.6,4.154,1.141344675,29.55287523,16.39721566,71.746,27.36631966,312.8674622,0.392073398,95.1,24.7617,148.0522346,68.874
505,El Salvador,SLV,2015,3790.340891,40.6,3.998,-0.731384487,29.48617302,16.01698762,71.814,27.2137394,329.4425049,0.335654632,95.4,26.8026,149.7999219,69.7
506,El Salvador,SLV,2016,3901.34015,40,4.418,0.604049087,28.4585905,15.96751412,72.025,27.00547028,337.2749023,0.276539935,96,28.9971,154.1835626,70.501
507,El Salvador,SLV,2017,4020.126714,38,4.385,1.012354033,29.02976438,16.67700194,72.311,27.46780014,335.7371216,0.205133928,96.8,33.8207,151.2456887,71.275
508,El Salvador,SLV,2018,4183.54621,38.6,4.006,1.090330006,28.93437378,18.37153667,72.555,28.03388023,345.0518189,0.100922206,97,43.8,150.3024373,72.023
509,El Salvador,SLV,2019,4320.116715,38.8,4.17,0.075324135,29.95590961,18.3447949,72.559,28.36889076,377.0255737,0.040362881,97.4,50.4912,165.5481968,72.746
510,El Salvador,SLV,2021,4642.607431,39,4.327,3.466925853,28.78149539,23.35491273,70.748,30.12958908,442.2137451,0.33800242,97.9,58.5986,175.3370318,74.118
511,Estonia,EST,2003,7205.407033,37.2,11.288,1.334991165,57.14734209,35.18803006,71.31707317,64.22226715,368.9795532,-0.627622448,100,45.32,76.62301373,68.989
512,Estonia,EST,2004,8916.072827,33.6,10.248,3.048111075,61.0658452,34.64885493,71.9097561,65.77739716,474.5079651,-0.59782051,100,53.2,92.165096,68.862
513,Estonia,EST,2005,10414.63812,33.4,8.033,4.079714232,65.42249302,33.35083816,72.56829268,67.98435211,549.630249,-0.572255525,100,61.45,106.6908203,68.735
514,Estonia,EST,2006,12641.4801,33.7,5.915,4.437620424,63.25635467,39.82568775,72.69146341,68.79508209,627.1837769,-0.58965556,100,63.51,123.1669202,68.607
515,Estonia,EST,2007,16745.4308,31.2,4.592,6.601326031,62.59540891,40.00589434,72.81463415,68.82205963,866.4994507,-0.456188535,100,66.19,125.4573787,68.479
516,Estonia,EST,2008,18205.90641,31.9,5.455,10.36235803,66.38882474,31.63340558,73.77073171,67.83560944,1082.154785,-0.26813372,100,70.58,121.4997483,68.351
517,Estonia,EST,2009,14712.44942,31.4,13.548,-0.078408311,60.86142182,21.00877535,74.82439024,67.84941864,1006.50708,-0.192768077,100,72.5,117.6827879,68.223
518,Estonia,EST,2010,14663.7041,32,16.707,2.97204512,75.0459409,21.58767817,75.42926829,68.7101593,966.1902466,-0.228057969,100,74.1,124.1280928,68.094
519,Estonia,EST,2011,17555.54552,32.5,12.328,4.981901315,86.26961752,25.4681664,76.22926829,71.02352905,1061.162842,-0.303582824,100,76.5,136.0581244,67.965
520,Estonia,EST,2012,17568.2138,32.9,10.021,3.933399873,85.39809037,29.08050669,76.32682927,72.93647003,1058.719604,-0.357944411,100,78.3899,151.1890235,67.974
521,Estonia,EST,2013,19310.38749,35.1,8.631,2.78056659,83.45411064,26.86971211,77.14146341,75.45231628,1194.862061,-0.355891803,100,80.0043,146.2404646,68.122
522,Estonia,EST,2014,20581.7899,34.6,7.352,-0.106175147,80.58973523,26.72761591,77.03414634,76.20245361,1287.76123,-0.262256175,100,84.2415,144.352489,68.269
523,Estonia,EST,2015,17722.15577,32.7,6.412,-0.492326007,76.03446023,24.6409611,77.5902439,74.58328247,1156.202759,0.06555253,100,88.4097,144.7940413,68.416
524,Estonia,EST,2016,18666.37365,31.2,6.882,0.148684908,75.47686216,24.70235309,77.64146341,73.03343201,1226.085938,0.029112226,100,87.2402,144.227031,68.563
525,Estonia,EST,2017,20851.52235,30.4,5.807,3.417235495,74.30555838,25.93819762,78.09268293,72.13697815,1350.126465,0.121070631,100,88.1025,144.5430113,68.717
526,Estonia,EST,2018,23618.13613,30.3,5.412,3.436326884,72.90049516,27.85039922,78.24390244,72.06596375,1553.433472,0.348039138,100,89.357,145.5233453,68.88
527,Estonia,EST,2019,24021.25014,30.8,4.514,2.277259312,72.01915435,26.35608807,78.64634146,72.7060318,1599.350342,0.371554389,100,90.2289,147.0228833,69.051
528,Estonia,EST,2020,23933.99394,30.7,6.956,-0.444531098,68.15455341,29.65772027,78.59512195,72.0443573,1789.03479,0.197559185,100,89.0583,144.8567221,69.229
529,Estonia,EST,2021,27953.76702,31.8,6.178,4.653166738,79.54619179,30.47018334,76.94390244,73.15020752,2094.503174,0.105996956,100,90.9797,149.0807939,69.415
530,Finland,FIN,2000,24335.92251,27.2,11.135,3.042100807,42.04830408,23.87415131,77.46585366,82.58750153,1727,0.207606515,100,37.2485,72.03389585,82.183
531,Finland,FIN,2003,32920.08572,27.7,10.469,0.877440386,37.32944883,22.23196277,78.36829268,88.28697968,2614,0.23845724,100,69.22,91.0634187,82.638
532,Finland,FIN,2004,37768.13342,27.9,10.358,0.187120559,38.61951229,22.87247781,78.71463415,90.13793182,3044,0.290350362,100,72.39,95.40676122,82.772
533,Finland,FIN,2005,39049.87038,27.6,9.602,0.62387445,40.27850315,24.60738707,78.81707317,91.94094086,3237,0.342248594,100,74.48,100.4561318,82.905
534,Finland,FIN,2006,41214.01878,28,8.935,1.566663807,43.08317087,24.00136526,79.21463415,93.43099213,3415,0.383777136,100,79.66,107.6667458,83.037
535,Finland,FIN,2007,48473.02401,28.3,6.854,2.510665652,43.82895236,25.55343501,79.26341463,95.08348083,3919,0.425429832,100,80.78,114.9623281,83.168
536,Finland,FIN,2008,53769.47262,27.8,6.369,4.065953554,44.90278142,25.24851611,79.56829268,95.86685181,4486,0.465549285,100,83.67,128.5441388,83.299
537,Finland,FIN,2009,47478.34953,27.5,8.25,-9.17E-07,36.08330811,21.47412441,79.7195122,92.01547241,4350,0.478246393,100,82.49,144.2267619,83.429
538,Finland,FIN,2010,46506.2919,27.7,8.394,1.184135232,38.41304937,22.607323,79.87073171,93.18675995,4252,0.457494535,100,86.89,156.4343557,83.77
539,Finland,FIN,2011,51060.32426,27.6,7.781,3.416807543,38.96739268,24.33887329,80.47073171,93.28842926,4718,0.463558707,100,88.71,165.9191643,84.313
540,Finland,FIN,2012,47551.67408,27.1,7.689,2.808336226,38.93491301,23.62834243,80.62682927,91.55338287,4573,0.475809487,100,89.88,172.1508026,84.841
541,Finland,FIN,2013,49691.01452,27.2,8.193,1.478286157,38.25019533,22.65782788,80.97560976,91.23652649,4892,0.460723773,100,91.5144,136.2635488,85.125
542,Finland,FIN,2014,50073.77608,26.8,8.663,1.041196212,36.80600423,22.16900245,81.1804878,89.99388123,4923,0.413560208,100,86.5304,139.2050448,85.175
543,Finland,FIN,2015,42560.34568,27.1,9.376,-0.20792884,35.78157113,21.90568623,81.4804878,89.65737915,4128,0.329383886,100,86.4221,134.9804296,85.225
544,Finland,FIN,2016,43451.25624,27.1,8.818,0.356684501,35.33333024,23.58831246,81.42926829,89.32800293,4109,0.287421402,100,87.7036,131.3887581,85.275
545,Finland,FIN,2017,46085.01747,27.4,8.64,0.754015047,38.1663151,24.30954225,81.63170732,90.69838715,4236,0.234670532,100,87.4689,129.9894338,85.325
546,Finland,FIN,2018,49654.2497,27.3,7.361,1.083820984,39.14922059,25.72346435,81.73414634,92.38500214,4522,0.132641041,100,88.89,129.6355826,85.382
547,Finland,FIN,2019,48358.18078,27.7,6.695,1.02409393,40.61831811,24.56753788,81.98292683,94.58911896,4460,0.11019169,100,89.6074,129.4929527,85.446
548,Finland,FIN,2020,48828.68469,27.1,7.759,0.290554556,36.21434343,24.98360739,81.93170732,96.47263336,4736,0.143641197,100,92.1703,128.7646479,85.517
549,Finland,FIN,2021,53099.13514,27.7,7.617,2.194574323,39.92177325,24.77689698,81.88536585,100.8680725,5488,0.207288594,100,92.8081,129.1548109,85.596
550,Georgia,GEO,2000,749.908535,40.5,10.82,4.063962014,22.99446642,26.58131588,69.575,42.51387024,53,-1.944629157,99.8,0.484746,4.565841659,52.638
551,Georgia,GEO,2001,801.9838371,39.6,11.16,4.646044421,24.4613665,30.32774648,69.606,44.22190857,57,-1.551238397,99.8,0.992344,7.270558782,52.398
552,Georgia,GEO,2002,853.5261719,37.2,12.59,5.5878373,29.22927575,28.50118294,70.024,46.90723038,67,-0.897253673,99.9,1.58788,12.40096348,52.441
553,Georgia,GEO,2003,1010.031516,36.7,11.51,0.837734532,31.45572798,29.09587697,70.333,48.03046036,82,-0.675365806,100,2.55882,17.70171672,52.83
554,Georgia,GEO,2004,1305.047486,36.2,12.62,5.656326362,31.12893539,30.98744949,70.567,46.91704178,107,-0.61926241,99.9,3.88622,21.07481837,53.218
555,Georgia,GEO,2005,1642.783594,37.4,13.81,8.247090431,33.2590419,33.32960442,71.13,51.81703949,134,-0.635292218,97.9,6.07946,29.64539372,53.605
556,Georgia,GEO,2006,1996.020133,36.9,13.57,9.160965084,32.47086636,29.73480591,71.394,42.80707932,154,-0.568484712,100,7.52688,43.31330978,53.992
557,Georgia,GEO,2007,2635.366503,38.1,13.28,9.244897456,30.81829844,33.45455401,71.568,41.54565048,199,-0.521646734,100,8.26,66.54893036,54.379
558,Georgia,GEO,2008,3324.753721,38.5,17.87,9.999487616,28.26331986,27.6897913,71.332,38.05794144,286,-0.303790529,100,10.01,71.0129242,54.765
559,Georgia,GEO,2009,2822.689397,38.2,20.71,1.727514611,29.54520182,13.98587791,71.95,28.25567055,275,-0.888185043,100,20.07,73.58891886,55.15
560,Georgia,GEO,2010,3281.729309,39.5,20.203,7.110178975,32.4674667,20.9291494,72.128,31.59736061,290,-0.729475257,100,26.9,103.6856197,55.535
561,Georgia,GEO,2011,4119.668183,39.6,19.632,8.542933333,33.86344228,23.12074907,72.39,34.36328888,317,-0.80216404,100,31.52,115.9271542,55.919
562,Georgia,GEO,2012,4530.695334,39,19.653,-0.943658853,35.63957988,26.02762232,72.412,32.4973793,349,-0.736565519,100,36.94,123.5053186,56.303
563,Georgia,GEO,2013,4712.002294,38.6,19.416,-0.512058411,40.94149427,21.70008649,72.628,39.47066879,358,-0.300972141,100,43.3,131.8829896,56.685
564,Georgia,GEO,2014,4830.334862,37.6,17.439,3.068812104,39.18188576,25.65035717,73.099,45.77365112,369,0.0469539,100,49.1025,143.0956472,57.067
565,Georgia,GEO,2015,4086.622347,36.5,16.506,4.003578207,40.13724933,26.87715931,73.297,51.18238068,294,0.157481405,100,47.5698,147.1900215,57.448
566,Georgia,GEO,2016,4143.401257,36.6,16.604,2.134927139,39.99929253,28.903107,73.569,57.38505936,321,0.059816599,100,58.4593,146.6908947,57.837
567,Georgia,GEO,2017,4418.752065,37.9,13.939,6.035317253,45.87655249,25.12481761,73.57,62.74975967,304,0.013386075,100,59.7055,145.8786023,58.231
568,Georgia,GEO,2018,4804.054604,36.4,12.667,2.615244714,49.69554106,27.9262959,73.341,66.04177856,332,-0.039036546,99.9,62.7179,144.7181513,58.632
569,Georgia,GEO,2019,4741.283272,35.9,11.565,4.852898217,54.30430841,27.16822849,73.47,69.01641083,309,-0.17156574,100,68.8467,142.7295197,59.039
570,Georgia,GEO,2020,4300.857013,34.5,11.734,5.20246489,36.90032417,24.6056866,72.765,71.31075287,355,0.068656249,100,72.5316,135.4280451,59.453
571,Greece,GRC,2000,11638.20107,34.2,11.345,3.151181625,24.01125795,26.11321035,77.88780488,52.67263031,885.4105225,0.409041838,100,9.13884,53.74474015,72.716
572,Greece,GRC,2003,18020.61204,32.8,9.839,3.530650278,18.87349238,26.13817701,78.84146341,72.91166687,1566.40979,0.238643175,100,17.8,80.43033577,73.689
573,Greece,GRC,2004,21449.25528,33.6,10.628,2.898848108,20.60931091,25.17954297,79.03902439,80.4148407,1782.695923,0.247413543,100,21.42,83.88897436,74.073
574,Greece,GRC,2005,22054.13158,34.6,10.074,3.545072733,20.99253029,22.1679676,79.23902439,90.34747314,1935.267578,0.293249074,100,24,92.32414639,74.452
575,Greece,GRC,2006,24416.0233,35.1,8.906,3.195946841,20.7749728,26.29024254,79.43902439,95.07753754,2052.875488,0.300331801,100,32.25,98.86308353,74.827
576,Greece,GRC,2007,28440.76253,34,8.351,2.895003215,21.74818747,26.67071442,79.43902439,90.54042816,2426.759521,0.254757582,100,35.88,110.849938,75.199
577,Greece,GRC,2010,26653.0488,34.1,12.719,4.712989078,21.72883298,18.21575876,80.38780488,101.6940536,2564.369385,0.128880433,100,44.4,111.4098039,76.292
578,Greece,GRC,2011,25504.78665,34.8,17.973,3.329853234,25.30760279,14.07145131,80.73170732,105.8126907,2338.915039,-0.147951277,100,51.65,110.2070802,76.649
579,Greece,GRC,2012,21624.34605,36.3,24.731,1.501526962,28.96581396,12.26065546,80.63414634,110.1229782,1948.248535,-0.540752951,100,55.07,121.8599599,77.004
580,Greece,GRC,2013,21573.34498,36.1,27.686,-0.921269454,30.32720911,12.11290829,81.28536585,112.7058334,1832.029663,-0.725120807,100,59.8663,114.697312,77.355
581,Greece,GRC,2014,21474.72571,35.8,26.708,-1.312260964,32.51499901,12.13691845,81.38536585,119.1042099,1700.494385,-0.66611329,100,63.2073,111.7981465,77.702
582,Greece,GRC,2016,17919.24264,35,23.514,-0.825653978,31.17938602,12.46808615,81.38780488,131.4032135,1513.259155,-0.415913028,100,69.0879,116.6439809,78.387
583,Greece,GRC,2017,18631.99301,34.4,21.414,1.12125452,34.77932047,11.88830163,81.28780488,135.3339233,1509.784546,-0.197783225,100,69.893,120.9954184,78.724
584,Greece,GRC,2018,19873.40152,32.9,19.179,0.625621413,38.63097615,12.95305375,81.78780488,140.9503174,1603.077881,-0.202880238,100,72.2384,114.4592115,79.058
585,Greece,GRC,2019,19335.3602,33.1,17.045,0.253007522,39.56029179,12.09966032,81.63902439,143.9627228,1569.029053,-0.105339393,100,75.6712,112.370475,79.388
586,Greece,GRC,2020,17886.73317,33.6,15.899,-1.247983556,31.4504295,13.54100231,81.28780488,143.6933441,1675.117065,-0.214592107,100,78.1158,108.5687131,79.715
587,Greece,GRC,2021,20654.7002,32.9,14.657,1.22382501,40.2604118,17.48296657,80.08292683,150.605484,1845.775635,-1.21680249,100,78.4943,110.0393141,80.038
588,Guatemala,GTM,2014,3689.144725,48.3,2.717,3.418361697,21.74436292,15.07116233,71.964,18.34909058,216.795044,1.895112319,85.5,23.4,107.624353,49.634
589,Honduras,HND,2003,1156.081627,58.1,5.3,7.674166394,54.0940275,25.28088236,69.507,15.54209995,78.74036407,2.565983383,65.1,4.8,5.267541253,47.267
590,Honduras,HND,2004,1215.139954,58.1,5.99,8.113790971,58.42298345,29.66555733,69.796,15.63479042,82.34390259,2.493934483,67.1,5.6,9.578248846,47.927
591,Honduras,HND,2008,1732.490627,55.5,3.156,11.40342708,51.32527669,36.06596984,70.441,17.42118073,147.416153,2.24385865,76.4,9.6,76.65862687,50.566
592,Honduras,HND,2010,1893.327227,53.1,4.119,4.69889065,45.7589062,21.87984069,71.088,19.17456055,163.5370483,2.12597244,81,11.09,112.473642,51.885
593,Honduras,HND,2012,2126.034747,53.4,3.755,5.196186155,50.90279882,24.56420879,71.734,18.85408974,182.4237213,2.022512708,83.6,18.12,83.82310291,53.202
594,Honduras,HND,2013,2081.128435,50,5.646,5.161898986,47.94149032,21.7603523,71.963,19.38742065,175.01651,1.979143185,87.2,17.8,86.68153462,53.858
595,Honduras,HND,2014,2179.88172,49.9,7.078,6.129249303,47.56265473,22.18383223,72.259,19.65847969,171.3048096,1.936782093,88.7,23,84.63214651,54.514
596,Honduras,HND,2015,2271.20266,49.2,6.147,3.15783118,45.16675746,25.11800475,72.487,20.26543045,168.9259338,1.903652414,90,27.1395,86.59296148,55.165
597,Honduras,HND,2016,2307.344684,49.8,6.727,2.724612233,42.71410478,23.37712854,72.588,20.9513092,176.973114,1.87756676,91.6,29.5282,82.79219153,55.813
598,Honduras,HND,2017,2413.007656,49.4,5.528,3.934360844,43.09385484,24.82071317,72.692,24.45844078,168.3921661,1.850076112,86.5,31.7358,85.52647898,56.457
599,Honduras,HND,2018,2464.642415,48.9,5.648,4.347349378,41.45481656,26.57208628,72.814,26.21419907,177.6466675,1.829946431,91.6,36.0401,77.49076112,57.096
600,Honduras,HND,2019,2502.327443,48.2,5.698,4.365871598,40.21896374,22.96771051,72.881,25.12657928,184.0391846,1.810637738,91.1,39.3884,75.91082245,57.73
601,Hungary,HUN,2004,10301.70339,29.9,5.832,6.744346796,59.56225892,27.38496373,72.64878049,61.50714111,798,-0.221439379,100,27.74,86.45494989,65.896
602,Hungary,HUN,2005,11223.3993,34.7,7.189,3.561517114,62.51519476,25.97163457,72.64878049,64.97740173,895,-0.198878843,99.9,38.97,92.51973936,66.365
603,Hungary,HUN,2006,11489.56087,28.3,7.494,3.930326038,73.78058836,26.22828805,73.09756098,66.39866638,893,-0.155716485,99.9,47.06,99.09176258,66.895
604,Hungary,HUN,2007,13940.90928,27.9,7.406,7.958745165,77.81956482,24.82220231,73.15121951,66.26529694,1003,-0.154915158,100,53.3,109.8470378,67.421
605,Hungary,HUN,2008,15772.33008,27.5,7.817,6.042512539,79.18091868,25.06482582,73.70243902,63.97383881,1117,-0.175097367,100,61,121.954914,67.943
606,Hungary,HUN,2009,13077.30547,27,10.03,4.211711712,74.22425347,21.05864851,73.90487805,61.97716904,944,-0.154908814,100,62,117.8236573,68.46
607,Hungary,HUN,2010,13217.5046,29.4,11.172,4.855557957,81.10730424,21.18431981,74.20731707,60.74876022,983,-0.226013876,100,65,120.2766945,68.911
608,Hungary,HUN,2011,14234.47158,29.2,11.029,3.929920989,86.07769684,20.79395191,74.85853659,59.99848938,1063,-0.283360436,100,68.02,117.4485123,69.358
609,Hungary,HUN,2012,12984.83657,30.8,11.003,5.652145171,85.87940096,20.16074212,75.06341463,60.67580032,961,-0.516437607,100,70.58,116.7030517,69.678
610,Hungary,HUN,2013,13715.07036,31.5,10.177,1.73319985,85.41082251,21.61985033,75.56585366,57.2066803,991,-0.275368757,100,72.6439,117.1374199,69.953
611,Hungary,HUN,2014,14294.25842,30.9,7.725,-0.227566271,87.12346676,24.05550825,75.76341463,52.81649017,1006,-0.269378767,100,75.6532,118.8347046,70.227
612,Hungary,HUN,2015,12717.0386,30.4,6.813,-0.06164468,87.52645093,23.51230922,75.56829268,50.06565094,871,-0.237855002,100,72.8347,100.5722734,70.5
613,Hungary,HUN,2016,13104.69955,30.3,5.115,0.394769307,86.40473829,21.54856236,76.06341463,49.47705078,914,-0.295110605,100,79.2594,101.3947585,70.779
614,Hungary,HUN,2017,14621.2396,30.6,4.156,2.348242812,85.91956406,23.10324924,75.81707317,49.91027069,985,-0.265860932,100,76.7505,101.5946158,71.062
615,Hungary,HUN,2018,16425.20503,29.6,3.709,2.850247926,83.75531586,26.80919572,76.06585366,50.8998909,1080,-0.126786952,100,76.0744,102.7165638,71.351
616,Hungary,HUN,2019,16786.21364,30,3.419,3.338586354,81.52974061,28.39293725,76.3195122,52.36103821,1054,-0.04525571,100,80.3717,105.1259564,71.644
617,Hungary,HUN,2020,16131.95404,29.7,4.25,3.326743858,78.67507861,27.23921824,75.56829268,54.60203934,1173,-0.215067837,100,84.7712,105.9697831,71.942
618,Hungary,HUN,2021,18755.10235,29.2,4.045,5.110965344,79.94113828,30.63862159,74.16341463,56.52500916,1382,-0.413751024,100,88.6408,106.9277943,72.245
619,Iceland,ISL,2003,39476.69785,26.8,3.997,2.055663298,32.62214303,21.29196154,80.96341463,60.02698135,3837,0.69249762,100,83.14,96.50415285,92.789
620,Iceland,ISL,2004,47334.93065,28,4.031,3.158193243,32.40997895,24.84483598,80.99756098,66.58217621,4411,0.877936158,100,83.88,99.21603503,92.914
621,Iceland,ISL,2005,56794.85016,29,2.547,3.987047828,30.3583868,28.87078264,81.50243902,69.83242798,5076,1.582891978,100,87,95.31357313,93.037
622,Iceland,ISL,2006,57492.93425,30.2,2.83,6.687079061,30.40556197,36.07221198,81.15853659,72.96820831,4915,2.34742243,100,89.51,99.29358371,93.159
623,Iceland,ISL,2007,69495.72674,29.5,2.251,5.051557365,32.84010136,29.57486683,81.45365854,73.1370163,5800,2.530085489,100,90.6,104.5678573,93.278
624,Iceland,ISL,2008,56943.37045,31.8,2.946,12.69439428,40.3004024,26.02135446,81.6097561,73.57546997,4747,1.859572171,100,91,106.0453551,93.395
625,Iceland,ISL,2009,41301.27322,28.7,7.22,12.00312985,48.71980508,15.32308693,81.75121951,72.46755219,3621,0.341241979,100,93,106.5605395,93.511
626,Iceland,ISL,2010,43237.07295,26.2,7.564,5.396731132,51.74623384,13.90913168,81.89756098,78.5030899,3612,-0.143903,100,93.39,107.1447195,93.574
627,Iceland,ISL,2011,47714.59223,26.8,7.028,4.001026643,54.54553626,15.58316255,82.35853659,79.91941833,3911,0.305468368,100,94.8197,107.764655,93.587
628,Iceland,ISL,2012,45995.54788,26.8,6,5.185899888,54.92605472,16.01585597,82.91707317,79.58248138,3760,0.532100735,100,96.2098,109.7000115,93.6
